"日付","始値","高値","安値","終値","前日比","出来高","貸株残高","融資残高","貸借倍率","逆日歩","5DMA","25DMA","75DMA","5DVMA","25DVMA","75DVMA"
"2025/05/07","2,760.5","2,761.0","2,702.0","2,706.0","-74.0","29,981,600","270,900","216,800","0.80","-","2,750.50","2,556.56","2,736.08","36,177,000","37,394,284","30,788,262"
"2025/05/02","2,798.0","2,822.0","2,773.0","2,780.0","+29.0","36,047,900","288,800","205,600","0.71","-","2,747.30","2,556.34","2,738.77","36,085,320","37,979,708","30,763,542"
"2025/05/01","2,727.0","2,752.5","2,708.5","2,751.0","+22.0","19,049,400","184,500","307,600","1.67","-","2,722.80","2,558.28","2,740.80","37,252,980","38,271,912","30,634,493"
"2025/04/30","2,795.5","2,801.0","2,729.0","2,729.0","-57.5","41,601,700","265,700","352,500","1.33","-","2,689.00","2,563.74","2,744.18","40,267,800","38,521,708","30,740,480"
"2025/04/28","2,724.5","2,841.0","2,719.0","2,786.5","+96.5","54,204,400","761,200","144,300","0.19","-","2,635.00","2,569.88","2,748.77","35,894,260","37,856,768","30,513,390"
"2025/04/25","2,699.5","2,712.0","2,671.5","2,690.0","+32.5","29,523,200","152,900","198,900","1.30","-","2,571.80","2,572.94","2,752.31","29,461,540","36,376,064","30,386,677"
"2025/04/24","2,627.0","2,718.0","2,619.0","2,657.5","+75.5","41,886,200","215,000","239,900","1.12","-","2,542.60","2,579.12","2,756.59","26,945,860","36,384,976","30,543,681"
"2025/04/23","2,561.0","2,590.0","2,535.0","2,582.0","+123.0","34,123,500","131,100","285,900","2.18","-","2,510.80","2,588.50","2,763.10","23,230,680","35,733,316","30,308,188"
"2025/04/22","2,458.5","2,485.0","2,440.0","2,459.0","-11.5","19,734,000","6,000","317,900","52.98","-","2,494.20","2,598.78","2,771.18","21,280,100","35,539,068","30,510,745"
"2025/04/21","2,530.5","2,538.5","2,459.0","2,470.5","-73.5","22,040,800","35,400","326,500","9.22","-","2,502.20","2,610.84","2,780.29","23,311,440","35,576,632","31,100,626"
"2025/04/18","2,506.0","2,544.0","2,496.5","2,544.0","+45.5","16,944,800","364,800","470,500","1.29","-","2,490.10","2,621.88","2,786.88","24,156,900","36,004,288","31,541,598"
"2025/04/17","2,498.5","2,520.5","2,475.0","2,498.5","-0.5","23,310,300","305,800","486,800","1.59","-","2,465.30","2,628.88","2,790.76","30,158,740","36,392,788","31,581,085"
"2025/04/16","2,497.0","2,520.0","2,461.0","2,499.0","0.0","24,370,600","369,500","385,600","1.04","-","2,474.20","2,639.40","2,795.27","34,674,620","36,418,820","31,607,610"
"2025/04/15","2,526.0","2,546.0","2,499.0","2,499.0","+89.0","29,890,700","365,500","382,300","1.05","-","2,447.50","2,649.62","2,798.90","38,944,760","36,745,680","31,968,569"
"2025/04/14","2,444.5","2,482.0","2,409.0","2,410.0","-10.0","26,268,100","137,700","406,000","2.95","-","2,433.40","2,662.82","2,801.90","43,475,740","36,245,404","31,808,853"
"2025/04/11","2,400.0","2,441.0","2,350.5","2,420.0","-123.0","46,954,000","373,900","571,300","1.53","-","2,404.70","2,678.54","2,806.12","52,744,040","36,202,448","31,748,834"
"2025/04/10","2,615.5","2,621.0","2,508.5","2,543.0","+177.5","45,889,700","372,100","372,700","1.00","-","2,402.20","2,694.64","2,809.49","55,586,720","35,312,844","31,353,916"
"2025/04/09","2,378.5","2,419.0","2,330.0","2,365.5","-63.0","45,721,300","159,200","441,700","2.77","-","2,397.30","2,706.90","2,811.48","59,110,140","34,953,204","30,924,720"
"2025/04/08","2,357.5","2,466.0","2,351.0","2,428.5","+162.0","52,545,600","243,000","460,000","1.89","-","2,455.40","2,722.42","2,815.90","55,526,000","34,128,336","30,613,320"
"2025/04/07","2,250.0","2,355.0","2,226.5","2,266.5","-141.0","72,609,600","3,400","456,600","134.29","-","2,495.80","2,737.08","2,819.77","50,260,500","32,992,252","30,226,238"
"2025/04/04","2,440.0","2,453.0","2,337.5","2,407.5","-111.0","61,167,400","3,900","439,600","112.72","-","2,565.70","2,753.98","2,825.32","44,431,940","33,838,548","29,494,468"
"2025/04/03","2,500.5","2,582.5","2,456.5","2,518.5","-137.5","63,506,800","4,300","456,200","106.09","-","2,624.30","2,769.04","2,828.94","41,121,900","32,296,452","29,069,530"
"2025/04/02","2,630.5","2,661.0","2,594.5","2,656.0","+25.5","27,800,600","284,500","461,700","1.62","-","2,686.30","2,777.30","2,830.64","37,091,140","30,566,852","28,451,868"
"2025/04/01","2,649.0","2,656.5","2,616.5","2,630.5","+14.5","26,218,100","437,800","434,400","0.99","-","2,732.60","2,779.48","2,830.28","36,589,880","30,276,612","28,251,972"
"2025/03/31","2,630.5","2,647.0","2,583.5","2,616.0","-84.5","43,466,800","0","473,300","0.00","-","2,783.00","2,782.50","2,830.30","36,341,900","30,074,020","28,178,322"
"2025/03/28","2,725.0","2,728.0","2,687.0","2,700.5","-128.0","44,617,200","27,300","528,800","19.37","-","2,832.40","2,786.28","2,830.50","31,085,900","29,247,112","27,852,173"
"2025/03/27","2,780.0","2,828.5","2,771.0","2,828.5","-59.0","43,353,000","291,000","429,700","1.48","-","2,861.20","2,788.48","2,829.85","28,111,660","28,243,468","27,638,241"
"2025/03/26","2,898.5","2,899.5","2,845.5","2,887.5","+5.0","25,294,300","64,300","312,200","4.86","-","2,873.90","2,787.50","2,826.95","24,560,000","27,240,240","27,330,249"
"2025/03/25","2,916.0","2,961.0","2,870.5","2,882.5","+19.5","24,978,200","69,400","272,500","3.93","-","2,864.20","2,782.94","2,822.47","25,354,600","27,231,008","27,319,617"
"2025/03/24","2,874.0","2,889.5","2,849.5","2,863.0","+18.5","17,186,800","50,300","268,300","5.33","-","2,839.80","2,779.82","2,818.80","24,493,580","27,191,776","27,248,890"
"2025/03/21","2,851.0","2,890.0","2,838.0","2,844.5","-47.5","29,746,000","285,000","276,100","0.97","-","2,816.50","2,778.32","2,814.90","27,602,660","27,562,648","27,412,604"
"2025/03/19","2,864.0","2,927.0","2,864.0","2,892.0","+53.0","25,594,700","302,500","243,900","0.81","-","2,791.40","2,776.54","2,812.54","26,984,920","27,533,420","27,351,277"
"2025/03/18","2,799.0","2,857.0","2,798.0","2,839.0","+78.5","29,267,300","153,300","227,400","1.48","-","2,765.30","2,773.88","2,809.91","26,658,200","27,264,360","27,419,773"
"2025/03/17","2,750.0","2,792.0","2,750.0","2,760.5","+14.0","20,673,100","24,600","243,600","9.90","-","2,748.40","2,773.30","2,807.58","27,313,160","27,242,208","27,257,825"
"2025/03/14","2,722.5","2,783.5","2,722.5","2,746.5","+27.5","32,732,200","18,400","255,300","13.88","-","2,762.10","2,779.02","2,806.44","26,655,300","27,928,624","27,195,549"
"2025/03/13","2,760.0","2,764.0","2,719.0","2,719.0","-42.5","26,657,300","900","278,200","309.11","-","2,773.40","2,787.68","2,805.80","25,147,700","29,061,268","26,969,281"
"2025/03/12","2,750.0","2,766.0","2,730.0","2,761.5","+7.0","23,961,100","111,200","299,300","2.69","-","2,794.10","2,793.84","2,805.95","24,759,020","29,032,248","26,869,073"
"2025/03/11","2,770.5","2,779.5","2,713.0","2,754.5","-74.5","32,542,100","77,400","318,300","4.11","-","2,811.70","2,796.36","2,804.81","27,346,540","29,680,592","26,776,534"
"2025/03/10","2,813.0","2,842.0","2,793.5","2,829.0","+26.0","17,383,800","139,100","264,500","1.90","-","2,811.50","2,805.12","2,804.14","25,858,040","29,217,476","26,697,061"
"2025/03/07","2,749.5","2,803.0","2,749.5","2,803.0","-19.5","25,194,200","74,800","320,100","4.28","-","2,804.70","2,809.92","2,801.96","27,209,980","29,273,472","26,787,602"
"2025/03/06","2,860.0","2,886.0","2,817.5","2,822.5","-27.0","24,713,900","111,000","303,400","2.73","-","2,781.90","2,815.00","2,800.08","40,924,540","28,985,616","26,720,764"
"2025/03/05","2,775.0","2,875.0","2,765.0","2,849.5","+96.0","36,898,700","265,500","265,600","1.00","-","2,774.20","2,817.68","2,798.68","40,504,760","28,729,620","26,789,101"
"2025/03/04","2,745.0","2,776.5","2,725.0","2,753.5","-41.5","25,099,600","54,800","331,800","6.05","-","2,749.30","2,820.58","2,796.06","37,178,380","27,983,960","26,547,426"
"2025/03/03","2,744.5","2,802.0","2,723.5","2,795.0","+106.0","24,143,500","156,700","298,800","1.91","-","2,740.70","2,825.74","2,794.85","36,267,380","27,979,208","26,654,630"
"2025/02/28","2,736.0","2,745.5","2,689.0","2,689.0","-95.0","93,767,000","44,600","328,000","7.35","-","2,722.90","2,830.94","2,794.41","35,669,340","27,882,492","27,067,713"
"2025/02/27","2,735.5","2,784.0","2,732.5","2,784.0","+59.0","22,615,000","239,900","290,800","1.21","-","2,727.20","2,840.00","2,794.35","21,474,760","25,098,588","26,734,762"
"2025/02/26","2,701.5","2,729.5","2,668.5","2,725.0","+14.5","20,266,800","42,500","340,800","8.02","-","2,721.50","2,843.66","2,792.42","20,856,980","25,337,376","26,717,486"
"2025/02/25","2,650.0","2,718.0","2,650.0","2,710.5","+4.5","20,544,600","46,200","351,200","7.60","-","2,737.30","2,849.46","2,790.96","20,458,080","25,528,268","26,763,817"
"2025/02/21","2,686.0","2,711.0","2,678.0","2,706.0","-4.5","21,153,300","34,700","369,700","10.65","-","2,749.90","2,852.56","2,790.58","21,361,860","25,614,100","26,859,450"
"2025/02/20","2,730.5","2,731.0","2,686.0","2,710.5","-45.0","22,794,100","40,200","368,600","9.17","-","2,769.60","2,857.80","2,790.66","21,930,680","25,806,784","27,131,118"
"2025/02/19","2,765.0","2,791.5","2,744.0","2,755.5","-48.5","19,526,100","51,300","339,900","6.63","-","2,792.60","2,865.42","2,790.51","22,663,580","25,723,392","27,122,974"
"2025/02/18","2,766.0","2,829.0","2,757.0","2,804.0","+30.5","18,272,300","188,800","283,700","1.50","-","2,801.50","2,871.50","2,789.86","24,561,420","26,067,452","27,328,682"
"2025/02/17","2,793.5","2,799.5","2,738.5","2,773.5","-31.0","25,063,500","47,000","268,900","5.72","-","2,805.80","2,876.62","2,787.14","24,680,600","26,391,328","27,327,958"
"2025/02/14","2,868.5","2,882.0","2,803.5","2,804.5","-21.0","23,997,400","56,800","257,000","4.52","-","2,816.00","2,885.88","2,784.86","25,410,600","26,468,724","27,342,393"
"2025/02/13","2,850.0","2,868.0","2,825.5","2,825.5","+25.5","26,458,600","81,000","297,400","3.67","-","2,835.80","2,896.62","2,782.41","28,177,820","26,491,628","27,494,960"
"2025/02/12","2,805.0","2,812.0","2,760.5","2,800.0","-25.5","29,015,300","52,100","312,500","6.00","-","2,863.30","2,905.68","2,778.67","35,095,760","27,221,320","27,444,097"
"2025/02/10","2,826.0","2,843.0","2,814.0","2,825.5","+1.0","18,868,200","59,500","316,800","5.32","-","2,877.90","2,914.12","2,775.22","34,479,060","27,712,648","27,289,526"
"2025/02/07","2,860.0","2,876.5","2,817.0","2,824.5","-79.0","28,713,500","103,500","302,000","2.92","-","2,877.70","2,926.94","2,771.58","38,739,360","27,926,888","27,274,649"
"2025/02/06","2,961.0","3,016.0","2,895.0","2,903.5","-59.5","37,833,500","235,000","270,800","1.15","-","2,907.50","2,941.48","2,767.93","37,189,500","28,750,960","27,201,141"
"2025/02/05","2,893.0","3,025.0","2,845.0","2,963.0","+90.0","61,048,300","249,300","221,100","0.89","-","2,916.60","2,951.02","2,762.89","33,379,540","29,796,624","27,000,101"
"2025/02/04","2,907.5","2,923.0","2,868.0","2,873.0","+48.5","25,931,800","137,400","256,200","1.86","-","2,910.00","2,951.08","2,757.45","24,769,440","29,559,240","26,489,709"
"2025/02/03","2,825.0","2,871.0","2,801.0","2,824.5","-149.0","40,169,700","193,100","293,000","1.52","-","2,913.30","2,949.56","2,753.30","23,245,880","29,318,220","26,416,913"
"2025/01/31","2,936.0","2,988.0","2,921.0","2,973.5","+24.5","20,964,200","219,200","222,800","1.02","-","2,932.80","2,950.06","2,750.06","18,863,380","28,723,420","26,223,353"
"2025/01/30","2,927.0","2,963.5","2,922.5","2,949.0","+19.0","18,783,700","187,300","241,000","1.29","-","2,914.60","2,941.98","2,744.59","19,666,700","29,942,552","26,224,274"
"2025/01/29","2,917.0","2,936.5","2,898.5","2,930.0","+40.5","17,997,800","104,600","242,400","2.32","-","2,909.80","2,932.98","2,739.51","20,255,080","29,907,684","26,328,213"
"2025/01/28","2,900.0","2,936.0","2,889.5","2,889.5","-32.5","18,314,000","160,300","249,500","1.56","-","2,906.90","2,924.84","2,735.72","21,489,400","30,058,440","26,507,700"
"2025/01/27","2,913.5","2,941.5","2,910.5","2,922.0","+39.5","18,257,200","164,200","234,900","1.43","-","2,904.10","2,916.16","2,731.67","23,543,540","30,019,284","26,561,049"
"2025/01/24","2,894.0","2,931.5","2,863.0","2,882.5","-42.5","24,980,800","155,000","262,100","1.69","-","2,893.70","2,906.96","2,727.40","24,899,920","29,836,996","26,741,050"
"2025/01/23","2,893.0","2,928.0","2,857.0","2,925.0","+9.5","21,725,600","155,900","233,900","1.50","-","2,874.80","2,899.56","2,723.22","24,441,840","29,732,416","26,753,462"
"2025/01/22","2,900.0","2,935.0","2,892.5","2,915.5","+40.0","24,169,400","123,900","227,000","1.83","-","2,857.20","2,891.30","2,718.84","25,290,800","29,803,972","26,890,333"
"2025/01/21","2,920.0","2,956.5","2,853.5","2,875.5","+5.5","28,584,700","103,400","293,000","2.83","-","2,854.30","2,881.98","2,713.86","24,598,780","29,546,268","27,406,788"
"2025/01/20","2,837.0","2,894.5","2,830.0","2,870.0","+82.0","25,039,100","150,600","306,100","2.03","-","2,860.70","2,874.14","2,712.21","24,507,360","29,574,764","27,542,326"
"2025/01/17","2,819.0","2,831.5","2,786.5","2,788.0","-49.0","22,690,400","50,100","320,400","6.40","-","2,873.10","2,865.16","2,710.30","24,773,380","29,260,484","27,711,697"
"2025/01/16","2,890.0","2,894.0","2,821.0","2,837.0","-64.0","25,970,400","44,500","310,800","6.98","-","2,916.50","2,858.80","2,708.37","25,634,980","28,865,204","27,770,690"
"2025/01/15","2,930.5","2,943.5","2,891.5","2,901.0","-6.5","20,709,300","61,200","307,300","5.02","-","2,963.70","2,850.60","2,705.44","25,354,900","28,654,164","27,813,649"
"2025/01/14","2,932.0","2,983.0","2,898.0","2,907.5","-24.5","28,127,600","92,700","580,300","6.26","-","2,993.90","2,839.80","2,701.88","30,153,220","28,586,016","28,079,584"
"2025/01/10","2,989.0","3,027.0","2,928.0","2,932.0","-73.0","26,369,200","483,600","436,300","0.90","-","3,014.60","2,829.58","2,697.92","32,787,400","28,603,804","28,243,884"
"2025/01/09","3,070.0","3,071.0","2,997.5","3,005.0","-68.0","26,998,400","518,500","303,000","0.58","-","3,057.40","2,816.74","2,691.96","32,358,400","28,359,180","28,267,840"
"2025/01/08","3,050.0","3,093.0","3,042.0","3,073.0","+21.0","24,570,000","525,200","261,700","0.50","-","3,094.00","2,798.60","2,683.97","36,821,780","28,259,120","28,353,658"
"2025/01/07","3,004.0","3,127.0","2,994.5","3,052.0","+41.0","44,700,900","505,400","334,100","0.66","-","3,107.80","2,779.96","2,675.73","44,702,800","28,063,268","28,466,097"
"2025/01/06","3,103.0","3,104.0","3,000.0","3,011.0","-135.0","41,298,500","564,600","617,500","1.09","-","3,090.30","2,760.72","2,668.54","46,785,360","27,453,844","28,262,977"
"2024/12/30","3,182.0","3,189.0","3,136.0","3,146.0","-42.0","24,224,200","600,400","474,000","0.79","-","3,055.10","2,746.98","2,660.69","42,506,920","26,807,764","28,126,261"
"2024/12/27","3,204.0","3,220.0","3,154.0","3,188.0","+46.0","49,315,300","628,400","171,500","0.27","-","2,993.30","2,728.92","2,652.07","42,722,020","27,068,072","28,106,389"
"2024/12/26","3,000.0","3,164.0","2,995.0","3,142.0","+177.5","63,975,100","570,300","344,300","0.60","-","2,910.00","2,707.98","2,642.90","43,147,460","25,780,308","27,884,670"
"2024/12/25","2,830.0","2,964.5","2,792.5","2,964.5","+129.5","55,113,700","491,800","188,500","0.38","-","2,826.40","2,689.28","2,635.44","33,934,840","23,861,400","27,397,706"
"2024/12/24","2,850.0","2,858.0","2,829.0","2,835.0","-2.0","19,906,300","272,200","152,600","0.56","-","2,778.80","2,678.64","2,630.79","27,265,440","22,287,336","27,051,081"
"2024/12/23","2,805.0","2,839.0","2,784.0","2,837.0","+65.5","25,299,700","269,100","85,500","0.32","-","2,746.30","2,674.46","2,628.64","26,751,200","22,256,752","27,280,618"
"2024/12/20","2,748.5","2,807.5","2,735.5","2,771.5","+47.5","51,442,500","208,700","83,400","0.40","-","2,717.30","2,668.02","2,627.78","24,431,260","21,925,592","27,184,580"
"2024/12/19","2,676.5","2,726.0","2,664.0","2,724.0","-2.5","17,912,000","36,500","126,900","3.48","-","2,702.50","2,665.32","2,627.90","18,616,020","20,931,156","26,828,454"
"2024/12/18","2,691.0","2,738.5","2,690.0","2,726.5","+54.0","21,766,700","89,800","97,800","1.09","-","2,701.40","2,663.00","2,628.38","19,736,520","21,181,652","27,294,434"
"2024/12/17","2,688.0","2,709.5","2,670.0","2,672.5","-19.5","17,335,100","36,700","98,100","2.67","-","2,692.60","2,660.42","2,628.30","18,928,540","21,118,236","27,328,108"
"2024/12/16","2,698.0","2,715.0","2,684.0","2,692.0","-5.5","13,700,000","32,200","121,300","3.77","-","2,694.00","2,662.20","2,629.28","21,320,940","21,618,400","27,695,928"
"2024/12/13","2,668.5","2,697.5","2,668.5","2,697.5","-21.0","22,366,300","21,700","114,400","5.27","-","2,684.70","2,660.66","2,628.64","22,017,360","21,821,324","27,770,465"
"2024/12/12","2,715.0","2,724.0","2,703.0","2,718.5","+36.0","23,514,500","93,300","109,400","1.17","-","2,671.00","2,659.26","2,627.31","20,105,780","22,252,268","27,851,109"
"2024/12/11","2,693.5","2,699.5","2,667.0","2,682.5","+3.0","17,726,800","21,800","128,900","5.91","-","2,653.70","2,661.00","2,626.82","19,541,760","23,516,676","27,789,672"
"2024/12/10","2,685.5","2,700.0","2,667.5","2,679.5","+34.0","29,297,100","141,100","131,600","0.93","-","2,643.40","2,661.08","2,626.59","19,797,520","25,559,432","27,883,928"
"2024/12/09","2,629.0","2,645.5","2,625.0","2,645.5","+16.5","17,182,100","58,700","138,100","2.35","-","2,637.90","2,659.46","2,626.76","19,652,560","25,240,320","27,739,850"
"2024/12/06","2,647.0","2,652.0","2,617.0","2,629.0","-3.0","12,808,400","17,800","142,400","8.00","-","2,631.00","2,658.26","2,627.32","20,266,860","25,502,700","27,798,856"
"2024/12/05","2,649.0","2,649.5","2,613.0","2,632.0","+1.0","20,694,400","20,300","143,200","7.05","-","2,615.50","2,660.40","2,627.74","22,604,560","26,099,048","28,006,266"
"2024/12/04","2,634.5","2,657.5","2,611.5","2,631.0","-21.0","19,005,600","18,600","273,500","14.70","-","2,610.50","2,663.58","2,629.24","22,400,420","26,932,408","28,254,152"
"2024/12/03","2,611.0","2,665.0","2,604.0","2,652.0","+41.0","28,572,300","224,800","137,300","0.61","-","2,598.50","2,666.32","2,629.59","24,492,360","27,059,516","28,437,898"
"2024/12/02","2,565.0","2,620.5","2,557.0","2,611.0","+59.5","20,253,600","153,900","149,900","0.97","-","2,601.60","2,668.52","2,629.11","23,807,200","27,314,792","28,580,893"
"2024/11/29","2,612.0","2,618.0","2,546.5","2,551.5","-55.5","24,496,900","11,000","182,000","16.55","-","2,618.30","2,668.08","2,628.02","25,902,860","27,233,368","28,682,253"
"2024/11/28","2,591.0","2,611.5","2,563.5","2,607.0","+36.0","19,673,700","57,800","158,600","2.74","-","2,640.90","2,670.12","2,626.63","24,427,720","27,299,336","28,981,824"
"2024/11/27","2,600.0","2,607.5","2,552.5","2,571.0","-96.5","29,465,300","8,900","160,200","18.00","-","2,654.40","2,670.66","2,624.55","23,693,460","27,929,984","29,286,210"
"2024/11/26","2,694.0","2,697.0","2,616.0","2,667.5","-27.0","25,146,500","20,200","144,400","7.15","-","2,679.90","2,669.62","2,623.61","20,952,820","27,657,128","29,683,360"
"2024/11/25","2,709.0","2,729.5","2,691.5","2,694.5","+30.0","30,731,900","95,700","120,200","1.26","-","2,692.50","2,664.58","2,621.62","19,751,860","27,348,168","30,257,425"
"2024/11/22","2,696.0","2,703.5","2,664.5","2,664.5","-10.0","17,121,200","31,200","130,400","4.18","-","2,688.80","2,658.90","2,615.45","17,009,620","26,828,988","30,955,496"
"2024/11/21","2,706.5","2,712.0","2,674.5","2,674.5","-24.0","16,002,400","22,000","128,700","5.85","-","2,696.70","2,654.34","2,614.39","18,901,700","27,072,156","31,649,786"
"2024/11/20","2,734.0","2,743.5","2,691.5","2,698.5","-32.0","15,762,100","24,200","139,100","5.75","-","2,695.00","2,648.38","2,614.72","20,536,100","27,342,280","32,504,013"
"2024/11/19","2,700.0","2,737.0","2,694.5","2,730.5","+54.5","19,141,700","63,000","116,400","1.85","-","2,687.70","2,642.64","2,618.06","21,419,940","27,622,552","32,910,666"
"2024/11/18","2,674.5","2,695.5","2,663.5","2,676.0","-28.0","17,020,700","21,000","124,100","5.91","-","2,685.00","2,635.90","2,621.60","23,559,440","27,675,768","32,965,204"
"2024/11/15","2,703.5","2,745.0","2,699.0","2,704.0","+38.0","26,581,600","95,100","124,800","1.31","-","2,680.50","2,632.10","2,625.48","23,909,920","28,021,048","33,115,068"
"2024/11/14","2,718.0","2,745.0","2,666.0","2,666.0","+4.0","24,174,400","60,500","141,000","2.33","-","2,672.20","2,626.48","2,628.22","25,221,580","27,799,116","33,295,741"
"2024/11/13","2,717.0","2,723.5","2,648.0","2,662.0","-55.0","20,181,300","23,500","154,200","6.56","-","2,691.40","2,622.56","2,632.94","31,411,640","27,895,304","33,375,810"
"2024/11/12","2,676.5","2,757.0","2,666.5","2,717.0","+63.5","29,839,200","115,700","146,000","1.26","-","2,695.90","2,621.90","2,638.78","41,134,520","28,346,424","33,462,394"
"2024/11/11","2,660.0","2,684.0","2,653.5","2,653.5","-9.0","18,773,100","20,400","177,100","8.68","-","2,680.30","2,616.66","2,644.00","39,430,540","28,045,464","33,352,114"
"2024/11/08","2,748.0","2,748.0","2,659.0","2,662.5","-99.5","33,139,900","19,500","437,400","22.43","-","2,672.70","2,614.58","2,649.82","40,424,240","28,564,832","33,326,676"
"2024/11/07","2,784.5","2,813.0","2,734.0","2,762.0","+77.5","55,124,700","211,600","150,000","0.71","-","2,676.70","2,610.86","2,656.10","39,339,680","28,275,704","33,137,640"
"2024/11/06","2,616.0","2,719.0","2,554.0","2,684.5","+45.5","68,795,700","86,400","196,100","2.27","-","2,666.60","2,604.22","2,661.15","36,620,420","27,350,352","32,737,136"
"2024/11/05","2,636.5","2,651.0","2,616.5","2,639.0","+23.5","21,319,300","60,800","203,600","3.35","-","2,669.60","2,598.54","2,668.74","27,297,940","27,114,664","32,039,058"
"2024/11/01","2,629.0","2,656.5","2,602.0","2,615.5","-67.0","23,741,600","46,000","198,800","4.32","-","2,683.20","2,603.04","2,677.14","30,024,920","27,811,896","31,974,669"
"2024/10/31","2,700.0","2,717.5","2,654.0","2,682.5","-29.0","27,717,100","89,700","196,800","2.19","-","2,680.10","2,607.48","2,685.92","28,920,200","28,371,908","31,975,546"
"2024/10/30","2,685.0","2,740.5","2,680.0","2,711.5","+12.0","41,528,400","94,500","204,100","2.16","-","2,664.10","2,605.92","2,693.94","28,606,000","28,347,820","31,904,638"
"2024/10/29","2,709.0","2,720.0","2,685.5","2,699.5","-7.5","22,183,300","86,500","205,600","2.38","-","2,645.90","2,602.14","2,701.67","27,388,300","27,854,376","31,661,114"
"2024/10/28","2,615.0","2,720.5","2,607.5","2,707.0","+107.0","34,954,200","141,100","204,300","1.45","-","2,615.00","2,599.52","2,709.28","27,480,420","28,593,220","31,706,544"
"2024/10/25","2,594.5","2,619.0","2,576.0","2,600.0","-2.5","18,218,000","48,000","229,200","4.78","-","2,581.90","2,595.66","2,716.98","23,974,080","28,813,056","31,515,405"
"2024/10/24","2,589.0","2,619.5","2,556.5","2,602.5","-18.0","26,146,100","12,800","224,600","17.55","-","2,572.40","2,591.06","2,726.57","23,880,960","29,210,972","31,595,989"
